,Name,Price,Link,Description
21,"Aimil Fifatrol Tablet | For Headache, Bodyache, Nasal Congestion & Sore Throat",₹194,https://www.1mg.com/otc/aimil-fifatrol-tablet-for-headache-bodyache-nasal-congestion-sore-throat-otc349968,"Aimil Fifatrol Tablet is a natural antibiotic that helps to fight infection, flu, and cold. It acts as a natural herbal anti-infective which contains polyphyto mineral compounds and 6 herbal extracts. It provides relief from flu, infection, and aches.Key Ingredients:Tinospora CardifoliaBerberis AristataAchyranthes AsperaSwertia ChirataPongamia PinnataPicorhiza KurroaOcimum tenuiflorumCyperus Rotundus and BhasamKey Benefits:Provides instant and long-lasting relief from nasal congestion, sore throat, body ache and headacheStrengthens the immune system to help fight infectionsTreats upper respiratory tract infectionsAntipyretic herbs normalize the increased body temperaturesGood to Know: Contains natural ingredients.Concerns It Can Help With: Body ache, headache, rhinitis, running nose, puo (pyrexia of unknown origin), chronic fever, viral fever, typhoid fever, malaria, dengue, upper respiratory tract infections and cold.Product Form: TabletDosage:Adults: 1- 2 tablets twice or thrice a dayChildren (6- 12 yrs): 1 tablet twice a daySafety Information:Store the formulation in a cool and dry placeRead the label carefully before useKeep out of reach and sight of childrenFrequently Asked Question:Q. Is it suitable for pregnant women or diabetic patients?No, it should not be consumed by diabetic and pregnant women.Q. Is fifatrol safe for long term usage?Yes, Fifatrol is completely safe on long term usage in therapeutically recommended dosage with restriction in some disease conditions.Q.Is fifatrol safe for children?Fifatrol can be safely given to children above age of 6 years in therapeutically recommended dosage under medical supervision.Q. Will fifatrol helps in sinusitis?Yes, Fifatrol will relieve sinusitis due to its anti-inflammatory and analgesic action.Q. Is there any adverse effect of fifatrol?No, Fifatrol has no adverse effect in therapeutically recommended dosage for specified span of time."
22,Himalaya Wellness Himalaya Rumalaya Pain Balm | Fast Relief From Headache And Neck Pain Ayurvedic,₹152,https://www.1mg.com/otc/himalaya-wellness-himalaya-rumalaya-pain-balm-fast-relief-from-headache-and-neck-pain-ayurvedic-otc326446,"Himalaya Wellness Pain Balm Strong with the goodness of Indian wintergreen, mint, and chir pine oils. Himalaya Pain Balm is a quick-acting headache and body ache reliever that remedies pain naturally. Indian wintergreen oil is anti-inflammatory and antiseptic, making it ideal for relieving conditions like rheumatism and sciatica. Mint oil is an effective antineuralgic, soothing nerve-related pain. Chir pine oil contains antispasmodic properties that alleviate muscle spasms and discomfort. With the added advantages of cedarwood and other natural oils, this balm provides natural and efficient relief from various types of pain, making it a valuable addition to your pain management toolkit.Key Ingredients:Oils: Pudina (Mentha arvensis)"" Lf. 150 mg, Gandhapura (Gaultheria Fragrantissima) L. 150 mg, Karpura (Cinnamomum camphora) Bk.60 mg. Sarala (Pinus Roxburghii Oleo resin 50mg, Tailapatra (Eucalyptus globulus)"" Lf.50mg, Jatiphala (Myristica fragrans Sa. Kr. 10 mgKey Benefits:

Chir pine oil: The oil is used for managing minor aches and pains when applied externally. Cedarwood possesses antispasmodic properties which relieve spasms and related ailments


Indian wintergreen oil: Containing anti-inflammatory and antiseptic properties, the oil is beneficial when applied locally in acute rheumatism and sciatica


Mint oil: When applied externally, mint oil is an effective antineuralgic


A blend of natural oils: The balm combines the benefits of multiple natural oils, such as eucalyptus, cinnamon camphor, and myristica fragrans, which collectively help in soothing pain and discomfort in various areas of the body


Reduces body aches: Chir pine oil, along with cedarwood properties, is effective in reducing body aches. It can be particularly helpful for individuals experiencing muscular discomfort or tension

Concerns It Can Help With:Gives quick relief from the problem of headaches, body aches and generalised pains.Product Form:CreamDosage:Massage gently on the affected area two to three times daily for quick relief from headaches, body aches, and other pain.Directions for Use:

Apply locally on the affected area, or as directed by your doctor


Massage gently on the affected area two to three times daily for quick relief from headaches, body aches, and other pain


It is advised to apply Himalaya's Pain Balm gently on the affected area two to three times a day for six weeks


Results were recorded every week, at which point the frequency of the symptoms would be noted

Safety Information:

Read the label carefully before use


Store in a cool and dry place, away from sunlight


Keep out of reach of children


Formulations containing herbs tend to change colour over time. However, the product efficacy remains unchanged

Frequently Asked Questions:How often can I use this balm?The recommended usage may vary, but it's generally advised to apply the balm to the affected area as needed, up to a few times a day. Always follow the instructions on the product packaging for the best results.How does this balm work for pain relief?The balm works by providing a mild cooling sensation and utilising the properties of its key ingredients, such as Indian wintergreen for anti-inflammatory relief and chir pine oil to reduce muscle spasms and discomfort."
23,Allen A58 Headache Drop,₹170,https://www.1mg.com/otc/allen-a58-headache-drop-otc330343,"Allen A58 Headache Drops are effective for treating headache, migraine, mental stress, indigestion, nervousness, headache associated with nausea and vomiting.Key Ingredients:Usne abarbata 6xCedron 6xSpigelia 3xIris versicolor 3xIgnatia Amara 6xKey Benefits:Treats congestive headache, headache due to sun, throbbing carotidsProvides relief in headache due to exertion, stressAlso provides relief from neuralgias piercing, sharp painHelps during excruciating headache, generally above or through the left eye or orbitTreats headache during menopause or headache due to gastricHelpful in sick headache, frontal headache with nausea, vomiting and diarrhoeaDirections For Use:8 to 10 drops in half cup of water, 3 times in a day or as directed by the physicianSafety Information:Read the label carefully before useDo not exceed the recommended doseKeep out of the reach of children"
24,Hapdco MTC-74 Migraine & Headache Drop,₹150,https://www.1mg.com/otc/hapdco-mtc-74-migraine-headache-drop-otc370851,"Hapdco MTC-74 Migraine & Headache Drop relieves intense throbbing or a pulsating sensation in one part of the head or severe headaches in general with or without nausea and vomiting.Key Ingredients:Cimicifuga. RacIris. VersSang.CanCyclamen europaeumGelsemium. SempKey Benefits:It relieves intense throbbing or a pulsating sensation in one part of the head or severe headaches in generalBeneficial in different types of headache with nausea vomitingPotent medicine for migraine and nervous headachesDirections For Use:Take 10 to 15 drops in little water before every meal four times a day or as described by the physician.Safety Information:Read the label carefully before useStore in a cool and dry place, away from sunlightKeep out of the reach of childrenDo not exceed the recommended dose"
25,New Saridon Tablet for Fast Headache Relief (10) & Volini Pain Relief Gel for Sprain (75gm),₹259,https://www.1mg.com/otc/new-saridon-tablet-for-fast-headache-relief-10-volini-pain-relief-gel-for-sprain-75gm-otc944920,"New Saridon Tablet for Fast Headache Relief (Bayer Pharmaceuticals Pvt Ltd)New Saridon Tablet Headache ReliefNew Saridon is a remedy for headaches trusted since 1934. Just one tablet of New Saridon is enough to provide relief from headaches. It is effective for different headache types of headaches spread across, on the sides and back of the head.Key Ingredients:Paracetamol IP 500 mg, Caffeine (anhydrous) IP 50 mgKey Benefits:Unique triple-action formula for quick headache reliefRelief with just one tabletIndia's No. 1 headache specialistTrusted since 1934Easy to carry and store in a first aid boxDirections For Use:1 tablet every 4- 6 hours with a minimum gap of 4 hours and not more than 6 tablets per 24 hoursSafety Information:Taking more than a daily dose may cause liver damage or allergic reaction such as swelling of the face, itchy throat, rash or difficulty in breathingNot meant for pregnant/lactating women, children or adults undergoing treatment without a doctor's consultationNot to be consumed with other paracetamol-containing medicines or if allergic to any of the ingredientsDo not use it for more than 5 days continuously. In case of excess pain, visit a physician. If consuming New Saridon, limit the intake of caffeine such as coffee etc. on that dayNew Saridon must not be used by children under 12 years of ageCaution should be exercised when taking New Saridon for existing medical conditions like liver, kidney, asthma, chronic rhinitis, chronic urticariaBest to consult your doctor before consuming New Saridon in the above scenarioIn case of use of other analgesics containing/ not containing Paracetamol in addition to New Saridon, pls consult your dr before using the sameFrequently Asked Questions:Q. What is New Saridon Tablet used for?New Saridon is an effective remedy for headaches. Just one tablet of New Saridon is enough to provide relief from various types of headaches. It is effective for different headache types of headache such as a headache that spreads across, on the sides and back of the head.Q. How long does Paracetamol take to work?Paracetamol takes around 30-45 minutes to start working, following which you may notice a decrease in your body temperature and relief in pain.Q. When will I feel better after taking Paracetamol?Usually, you will start feeling better after about half an hour of taking this medicine. However, it is advised to complete the course of your medicine to attain its maximum benefits.Q. How often can I take Paracetamol?You should only take four doses of Paracetamol in 24 hours. There should be a gap of at least 4 hours between two doses. Do not take Paracetamol for more than 3 days without first talking to your doctor.Q. Is Paracetamol safe for children?Paracetamol is considered safe for children only when used as directed by the doctor. New Saridon tablets are considered to be safe in children above 12 years of age. Children below 12 years of age are not advised to take this medicine.Q. What are the serious side effects of taking excess Paracetamol?Taking more than a daily dose may cause liver damage or allergic reaction such as swelling of the face, itchy throat, rash, or difficulty in breathing.Volini Pain Relief Gel for Sprain, Muscle, Joint, Neck & Low Back Pain (Sun Pharmaceutical Industries Ltd)Volini Pain Relief GelGet quick relief from body pain with the Volini spray. The spray can offer quick relief from pain in the muscles and joints. It can work wonders on sprains. Volini may work on the muscles and bones by effectively penetrating and acting upon the problematic area. It is a scientifically produced formula that might work well on the knee, joint, shoulders, back, and neck pains. The tiny particles of the spray infiltrate the skin and stop the pain in the affected area. Volini is highly effective in the case of sports injuries as well, be it muscle pulls, slight strains, or even sprains.Key Ingredients:Diclofenac Diethylamine Equivalent to Diclofenac Sodium 1% w/wMethyl Salicylate IPMenthol IPVirgin Linseed Oil BPPreservativeBenzyl Alcohol IPGel BaseKey Benefits:The spray can offer relief when in painIt is effective for pain in the joints, knees, back, shoulders, and neckIt can work great on sports injuries such as muscle pulls, sprains, and strainIt provides instant and long-lasting pain relief from knee pain, joint pain, back pain, calf pain, and neck painDirections For Use:The Volini pain relief bottle should be shaken well before sprayingHold the spray bottle at a 5cm distance from the affected area and sprayYou can use the spray about three to four times daily or as recommened by your physicianSafety Information:Read the label carefully before useStore in a cool and dry place, away from sunlightKeep out of reach of childrenThe Volini pain relief spray is meant for external application onlyUse Volini per the doctor’s guidance, and be careful not to use more than the given dosageDo not use the spray on open wounds or surfaces of the skin that are rupturedThe spray should not be ingested or come in contact with the eyes and mucous membranesAvoid using the spray near a naked flameDo not burn or make a hole in the bottle even after the spray is over"
26,"Zandu Balm | Effective Relief from Cold, Headache & Body Ache",₹278,https://www.1mg.com/otc/zandu-balm-effective-relief-from-cold-headache-body-ache-otc794225,"Zandu Balm is a pain-relief balm that can help provide relief from headaches, body aches, and colds. It provides instant and long-lasting relief from body pains of all kinds. The balm is non-greasy and penetrates swiftly into the affected areas. The analgesic properties help relieve the pain effectively. It is powered by ayurvedic ingredients like menthasatva, and eucalyptus helps reduce different kinds of topical pains. Gaultheria oil acts as a counter-irritant to relieve muscle pain. Mentha present in the balm enhances the cooling effect and helps to soothe the affected area.Key Ingredients:MenthaGaultheriaEucalyptusTrachyspermum ammiBase Q. SIndications:This is indicated in cases of headache, cold, and backache.Product Form: Solid balmKey Benefits:Headache: Helps provide relief from headaches effectivelyCold: May aid in relieving cough and coldBackache: Helps relieve lower backacheDirections For Use:Massage gently on the affected area.Safety Information:Read the label carefully before useStore in a cool and dry place away from direct sunlightKeep out of reach of the children"
27,"Zandu Balm Combo Pack (50ml Each) | Effective Relief from Cold, Headache & Body Ache",₹273,https://www.1mg.com/otc/zandu-balm-combo-pack-50ml-each-effective-relief-from-cold-headache-body-ache-otc710779,"Zandu Balm is India's largest selling multipurpose pain relief solution that has effectively won the trust of generations. It is extracted from responsibly sourced pure Ayurvedic ingredients. The balm is non-greasy and penetrates swiftly into the affected areas to help deliver quick and long-lasting relief from pain. Its analgesic properties help relieve the pain effectively.A pain can completely put you off focus for the entire day. This is why you need a reliable solution that will relieve pain in the most convenient manner. Powered by ayurvedic ingredients like menthasatva and eucalyptus helps treat different kinds of topical pains. Gaultheria oil acts as a counter-irritant to relieve muscle pain. Mentha present in the balm enhances the cooling effect and helps to soothe the affected area. So bank on the 100 years of trust of the new and improved Zandu balm, which spreads easily and absorbs faster on the skin.Key Ingredients:Mentha sp. -SatvaGaultheria Fragrantissima OilEucalyptus Globulus-OilTrachyspermum Ammi-SatvaGood to Know:Formulated to support the liver's natural detoxification processAntioxidant-rich blend to promote bile secretion and healthy digestionMay aid in weight loss, blood sugar regulation, and maintaining healthy skinIdeal For:Anyone looking to maintain liver health and overall well-beingKey Benefits:Zandu balm helps to relax the body and even cures a common coldZandu balm is a natural pain reliever that acts quickly to provide instant and long-lasting relief from body painZandu balm provides relief from stiffness and joint pain by working as an anti-inflammatory for arthritis patientsDirections For Use:Use as directed on the label or as advised by your healthcare provider.Safety Information:Store the formulation in cool and dry placeRead the label carefully before useKeep out of reach and sight of childrenFrequently Asked Question:Q. Can Zandu Balm be used for common cold symptoms?A: Yes, Zandu Balm contains mentha and eucalyptus, which can help alleviate symptoms of the common cold, such as nasal congestion and discomfort.Q. How quickly does Zandu Balm provide relief from pain?A: Zandu Balm acts swiftly to provide instant relief from pain due to its potent analgesic properties."
28,"Dhootapapeshwar A Flu-O-Cil Forte Tablet | Relieves Cough, Cold, Headache & Bodyache",₹72,https://www.1mg.com/otc/dhootapapeshwar-a-flu-o-cil-forte-tablet-relieves-cough-cold-headache-bodyache-otc325983,"Dhootapapeshwar A Flu-O-Cil Forte Tablet is a health supplement that can help alleviate common cold, cough, headaches, and body pain. It may also aid in regulating body temperature.Key Ingredients:Tribhuvankeerti rasaSootashekhar rasaMaha Sudharna choorna extractIndications:Common coldCoughHigh body temperatureNet Quantity: 10 tabletsProduct Form: TabletKey Benefits:The tablet can help reduce headaches and body painIt may assist in regulating body temperatureIt might aid in supporting digestionDosage:1 tablet thrice a day or as directed by the healthcare professional.Safety Information:Read the label carefully before useStore in a cool and dry placeKeep out of reach of children"
29,"Baidyanath Laxmivilas Ras Tablet |  For Cough, Cold, Headache & Fever",₹138,https://www.1mg.com/otc/baidyanath-laxmivilas-ras-tablet-for-cough-cold-headache-fever-otc326996,"Baidyanath Laxmivilas Ras Tablet is an Ayurvedic remedy that is known to have various health benefits. It is primarily used for treating phlegm and respiratory-related disorders. The tablet is considered to be a herbal-mineral Ayurvedic product, which means it contains a combination of herbal and mineral ingredients. Laxmi Vilas Ras Tablet is often recommended for balancing the three doshas (Vata, Pitta, and Kapha) in the body, as per the principles of Ayurveda. It is believed to have a positive impact on the respiratory system and can help relieve symptoms such as cough, cold, and respiratory congestion.Key Ingredients:Kajjali, Abhrak Bhasma, Camphor, Javitri, Jaiphal, Bidhara, Dhatura Seed, Bhang SeedIndications:It is primarily indicated for the treatment of phlegm and respiratory-related disorders. It can help with cough, chest congestion, joint pain, detoxification and healthy skin.Net Quantity:40 tablets per packProduct Form:TabletKey Benefits:Laxmivilas Ras Tablet is commonly used in Ayurveda to support respiratory health. It may help alleviate symptoms of cough, cold, bronchitis, and other respiratory conditions. The tablet is believed to have expectorant properties, which can help clear the respiratory passages and reduce congestionIt may also aid in the elimination of toxins from the body, supporting overall digestive healthIt may help strengthen the immune system and promote overall well-being. By supporting immune health, it may assist in preventing and managing various infections and diseasesLaxmivilas Ras Tablet is often used as a general health tonic in Ayurveda. It is believed to promote overall well-being, vitality, and longevity. Regular use of the tablet may help maintain balance in the body and support overall healthDosage:Consume one pill four times a dayHave it with honey or as directed by a healthcare professionalSafety Information:Read the label carefully before useStore in a cool and dry place"
30,"Disprin  Regular 325mg Effervescent Tablet | For Fast Relief From Pain, Headaches & Migraines",₹7.1,https://www.1mg.com/otc/disprin-regular-325mg-effervescent-tablet-for-fast-relief-from-pain-headaches-migraines-otc543020,"Disprin Regular 325mg Effervescent Tablet is used to treat many conditions such as headache, toothache, muscle pain, and fever. It helps to relieve from fever, pain, and inflammation (redness and swelling) and acts as a painkiller for aches and pains.Key Ingredients:Aspirin (Acetylsalicylic Acid)Calcium CarbonateMaize StarchCitric Acid AnhydrousTalc (Sterilised)Sodium LaurilsulphateSaccharinCrospovidone Key Benefits:May be used as an anti-inflammatory and analgesic which help to relieve pain and swellingIt is used to bring down high body temperatures and may prevent recurrence of heart attacks or strokes by thinning the bloodRelieving aches, pains and fever associated with colds and fluDirections For UseYou should take it as your doctor advisesDo not take more or use it for longer than recommendedSafety Information:Read the label carefully before useStore in a cool dry place away from direct sunlightKeep out of reach of the childrenDo not exceed the recommended dosageToll-Free Number-18001035012 (toll-free)Email ID- [email protected]"
31,"Amrutanjan Maha Strong Pain Balm | Helps Relieve Headache, Knee Pain, Shoulder Pain, Back Pain & Neck Pain",₹48,https://www.1mg.com/otc/amrutanjan-maha-strong-pain-balm-helps-relieve-headache-knee-pain-shoulder-pain-back-pain-neck-pain-otc442385,"Amrutanjan Maha Strong Pain Balm Headache & Ortho Pain is a pain relief balm that provides relief from severe headaches and body pain. It is packed with a unique ‘hot action’ heat therapy formula which provides instant pain relief. The balm provides instant and long-lasting relief. It starts working in 2 minutes and provides pain relief up to 18 hours.Key Ingredients:

Gandhapura patra taila (Gaultheria fragrantissima-Lf., Ol.) 30.0%, Pudinah (Mentha arvensis-Aerial part, Satva) 20.0%, Kejoputi tai (Melaleuca leucadendron-Lf., Ol.) 4.0%, Lavanga taila (Syzygium aromaticum-FI. Bd., Ol.) 4.0%, Tailaparna taila (Eucalyptus globulus-Lf., Ol.) 3.0%, Ardraka (Zingiber officinale-Rz., Ol.) 2.5%, Pudinah (Mentha arvensis-Aerial part, Ol.) 1.0%, Katuvira (Capsicum annuum-Fr., Satva) 0.039Ointment base q.s

Key Benefits:

Pudinah provides relief from pain, including non-arthritis joint pain when applied topically. It helps manage blood circulation issues due to cold when rubbed on the feet


Gandhapura Patra Taila offers relief from pain and non-arthritis joint pain due to its hot sensation


Lavanga Taila offers relief from congestion and pain when applied topically


Kejoputi Taila possesses antimicrobial properties and may help in eliminating germs when applied topically


Ardraka Tel is used topically for its analgesic, anti-inflammatory, warming, antiviral, and muscle relaxant properties


Katuvira Satva provides relief from strong pain due to its hot sensation

Directions For Use:Apply on the affected parts and gently massageSafety Information:

Store in a cool and dry place


For external use only


Do not apply on broken skin and eyes


Keep out of reach of children


If swallowed, get medical help


Do not use on children


Avoid contact with eyes and nostrils


Do not use if allergic to ingredients


Close the cap tightly after every use
"
32,"Zandu Balm | Effective Relief from Cold, Headache & Body Ache with Zandu Ortho Vedic Oil Free",₹175,https://www.1mg.com/otc/zandu-balm-effective-relief-from-cold-headache-body-ache-with-zandu-ortho-vedic-oil-free-otc961171,"Zandu Balm is a pain-relief balm that can help provide relief from headaches, body aches, and colds. It provides instant and long-lasting relief from body pains of all kinds. The balm is non-greasy and penetrates swiftly into the affected areas. The analgesic properties help relieve the pain effectively. It is powered by ayurvedic ingredients like menthasatva, and eucalyptus helps reduce different kinds of topical pains. Gaultheria oil acts as a counter-irritant to relieve muscle pain. Mentha present in the balm enhances the cooling effect and helps to soothe the affected area.Key Ingredients:MenthaGaultheriaEucalyptusTrachyspermum ammiBase Q. SIndications:This is indicated in cases of headache, cold, and backache.Product Form: Solid balmKey Benefits:Headache: Helps provide relief from headaches effectivelyCold: May aid in relieving cough and coldBackache: Helps relieve lower backacheDirections For Use:Massage gently on the affected area.Safety Information:Read the label carefully before useStore in a cool and dry place away from direct sunlightKeep out of reach of the children"
33,Vissco Headache Band 01107 Universal,₹132,https://www.1mg.com/otc/vissco-headache-band-01107-universal-otc344557,"Vissco Headache Band 01107 is specially designed to help treat headachea and migraines. It is comfortable to wear and is heat resistant. It is made up of elastice, thus can fit most heads.Uses:It is  used to help reduce headaches and migrains.Product Specifications and Features:The Elastic used is durable with heat resistant rubberIt becomes Ventilated when stretched as it is made of elasticNote:Warranty: 12 monthsCustomer Care Id: [email protected]Customer Care Number: 022-43330376 (Monday to Saturday (10 am to 6 pm))Directions For Use:Use as directed by the physician. Safety Information:Store in a cool and dry placeKeep out of the reach of childrenRead the manual carefully"
